,text,label
6265,Tangane kui cilik banget,Tangannya kecil sekali
6266,Senadyan cilik tangan sepupuku seneng banget ngremes,"Meskipun kecil, tangan sepupuku sangat senang memencet"
6267,Misale pas drijiku diceraki karo tangane mesti langsung dicokel lan diremes sak kuate dee,"Misalnya, saat jariku dipegang tangannya, pasti langsung dicolek dan diremas sekuat tenaga"
6268,Pas ono rambut neng cerake dee seneng jambak-jambaki,"Saat ada rambut di kepalaku, dia senang mencabuti"
6269,Spirited Away iku salah siji film animasi teko Jepang karyane Hayao Miyazaki selaku sutradara karo penulis,Spirited Away itu salah satu film animasi dari Jepang karya Hayao Miyazaki sebagai sutradara dan penulis
6270,Produser film iki yaiku Toshio Suzuki,Produser film ini adalah Toshio Suzuki
6271,Film iki rilis nang ngisor perusahaan produksi Studio Ghibli,Film ini dirilis di bawah perusahaan produksi Studio Ghibli
6272,Film iki rilis tanggal 20 Juli 2001 dan nduwe durasi 125 menit,Film ini dirilis pada tanggal 20 Juli 2001 dan memiliki durasi 125 menit
6273,Nang kono mbarine wong tuwone dadi babi Chihiro ketemu ambek Haku sing njelasno nang dee nek panggon iki asline resort sing dinggo gawe makhluk supernatural istirahat teko alam duniawi,"Di sana, orang tua Chihiro berubah menjadi babi, dan Chihiro bertemu dengan Haku yang menjelaskan bahwa tempat ini sebenarnya adalah resort yang digunakan oleh makhluk supernatural untuk beristirahat dari alam duniawi"
6274,Ben isok mbebasno wong tuwone dan dirine sisan Chihiro kudu kerjo nang bath house sing diduweni ambek Yubaba,"Agar bisa membebaskan orang tuanya dan dirinya sendiri, Chihiro harus bekerja di bath house yang dimiliki oleh Yubaba"
6275,Demokrasi yoiku termasuk salah sijine ajaran politik sing digawe kanggo ngembangno negoro,Demokrasi itu termasuk salah satu ajaran politik yang dibuat untuk mengembangkan negara
6276,Kabeh iku diperhatekno karo struktur pemerintah sing dibentuk karo sistempolitik demokrasi iki,Semua itu diperhatikan dengan struktur pemerintahan yang dibentuk oleh sistem politik demokrasi ini
6277,Nah saiki sistem iki yo isek akeh sing digawe karo negoro-negoro sing ono nang dunyo iki contohne koyok Indonesia nag indonesia iki ancene gawe sistem iki ben iso makmurno wargae sing sak pirang-pirang jumlae maeng,"Nah sekarang sistem ini masih banyak digunakan oleh negara-negara yang ada di dunia ini, contohnya seperti Indonesia, yang memang menggunakan sistem ini agar bisa memakmurkan warganya yang jumlahnya banyak"
6278,Mari ngunu suku ambek budoyo sing ono nang negoro iki yo ora karoan,"Setelah itu, suku dan budaya yang ada di negara ini juga tidak saling bertentangan"
6279,Menawi boten pengen plesiran tebih ngantos Kaliurang kangge madosi panggonan foto ingkang endah warga Jogja saged plesir menyang Taman Pelangi wonten Ring Road Lor Ngaglik,"Jika tidak ingin bepergian jauh sampai Kaliurang untuk mencari tempat foto yang indah, warga Jogja bisa berwisata ke Taman Pelangi di Ring Road Utara Ngaglik"
6280,Taman Pelangi boten bikak wonten enjing kados panggonan wisata biasanipun,Taman Pelangi tidak buka di pagi hari seperti tempat wisata biasanya
6281,Bikakipun sonten ngantos dalu,Dibuka sore hingga malam
6282,Nanging turis langkung sae boten plesir mriku kala cuaca udan amargi Taman Pelangi kalebet taman outdoor,"Namun, wisatawan sebaiknya tidak berkunjung ke sana saat cuaca hujan karena Taman Pelangi termasuk taman outdoor"
6283,Atraksi ingkang utami ingkang damel panggonan menika dados viral inggih menika taman lampion,Atraksi utama yang membuat tempat ini menjadi viral adalah taman lampion
6284,Lampion maneka rupa dados spot foto ingkang menarik kangge turis ingkang rawuh,Lampion dengan berbagai bentuk menjadi spot foto menarik bagi wisatawan yang datang
6285,Lampionlampion bunder ingkang dipasang wonten lorong-lorong lampion awujud tokoh kartun kendaraan ngantos lampion awujud rupanipun tokoh nasional kathah wonten mrika,"Lampion-lampion bulat yang dipasang di lorong-lorong lampion berbentuk tokoh kartun, kendaraan, hingga lampion berbentuk tokoh nasional banyak ditemukan di sana"
6286,Penggawean sing dijupuk karo wong kuwi pancen ora penak lan kadhang marai mangkel,Pekerjaan yang dilakukan oleh orang itu memang tidak nyaman dan kadang membuat jengkel
6287,Kanggo para karyawan tumpang lan tindihe gaweyan iki bisa marai gelut lan bisa marai iri uga prasangka yen ana tujuan sing ala misal kanggo golek perhatian uga banjur marai elek marang gaweyan wong liya,"Bagi para karyawan, tumpang tindih pekerjaan ini bisa menyebabkan perkelahian dan bisa menimbulkan rasa iri atau prasangka buruk, misalnya untuk mencari perhatian yang akhirnya merugikan pekerjaan orang lain"
6288,Wong sing kaya ngene luwih becik ora usah digawe mumet,Orang seperti ini sebaiknya tidak perlu dibuat pusing
6289,Kamangka ayo awak dhewe kerja sing temenanan lan uga dadi karyawan sing jujur lan ora seneng golek perhatian nggarap gaweyan wong sing wis dibagi kuwi,Karena itu mari kita sendiri bekerja dengan sungguh-sungguh dan menjadi karyawan yang jujur serta tidak suka mencari perhatian dengan mengerjakan pekerjaan orang lain yang sudah dibagi
6290,Natal yaiku hari rayane umat Kristen sing diperingati ben tahun karo umat Kristiani,Natal adalah hari raya umat Kristen yang diperingati setiap tahun oleh umat Kristiani
6291,Natal dilaksanakno ben tanggal 25 Desember gawe memperingati dino kelahirane Yesus Kristus,Natal dilaksanakan pada tanggal 25 Desember untuk memperingati hari kelahiran Yesus Kristus
6292,Natal dirayakno nang kebaktian bengi pas tanggal 24 Desember dan dilanjut kebaktian isuk pas tanggal 25 Desember,Natal dirayakan dengan kebaktian malam pada tanggal 24 Desember dan dilanjutkan dengan kebaktian pagi pada tanggal 25 Desember
6293,Tapi onok sisan pirang Gereja ortodoks sing ngerayakno natal pas tanggal 6 Januari utowo 7 Januari,Namun ada juga beberapa gereja ortodoks yang merayakan natal pada tanggal 6 Januari atau 7 Januari
6294,Sing dilakoni pas Natal selain kebaktian nang Gereja iku ngumpul karo keluarga ambek bagi-bagi kado gawe sesamane,Yang dilakukan pada Natal selain kebaktian di gereja adalah berkumpul dengan keluarga dan saling memberi hadiah untuk sesama
6295,Natal iki nduwe ornamen sing khas mulai teko pohon natal pernak pernik Natal sing dominan werno abang karo ijo kartu natal sinterklas kelompok puritan ambek ritus kulon,"Natal ini memiliki ornamen khas mulai dari pohon natal, pernak-pernik natal yang didominasi warna merah dan hijau, kartu natal, Sinterklas, kelompok puritan, dan ritus barat"
6296,Nafi iku gak tau gak ngomongno tentang Paul salah siji lanang senengane,"Nafi itu tidak pernah mengatakan tentang Paul, salah satu laki-laki yang disukainya"
6297,Dee iku wes ket suwe kepingin nyedeki Paul cuma wong e wes nduwe pacar,"Dee itu sudah lama ingin mendekati Paul, tapi Paul sudah punya pacar"
6298,Nafi akhire mek isok ndeloki Paul ket adoh soale kan gak mungkin dee ngerebut pekso Paul teko pacare,"Nafi akhirnya bisa melihat Paul dari jauh, karena kan tidak mungkin Dee merebut Paul dari pacarnya"
6299,Tapi ndelok Paul nek ambek pacare iku marakno Nafi eroh yaopo romantis e Paul iku,"Tapi melihat Paul dengan pacarnya itu membuat Nafi berpikir, betapa romantisnya Paul"
6300,Jare Nafi Paul iku lanang idaman pol,"Kata Nafi, Paul itu laki-laki idaman banget"
6301,Bahkan dee iku sampe mikir isok gak sih lanangan koyok Paul iku dikloning ben onok akeh dan isok dipacari ambek dee,"Bahkan Dee itu sampai berpikir, bisa nggak ya, kalau laki-laki seperti Paul itu dikloning, supaya ada banyak dan bisa dipacari Dee"
6302,Nek isok Nafi bakal mbuka kloter gawe kloning Paul iku mau,"Kalau bisa, Nafi akan membuka kloter untuk mengkloning Paul tersebut"
6303,Kabeh koncone sing ngerungokno ide konyole Nafi mek isok godek-godek heran,Semua teman-temannya yang mendengar ide konyol Nafi itu jadi pada heran
6304,Wong sing moro-moro srengen terus ora ono seba opo-opo iku biasane wong iku ngalami ganguan bipolar,Orang yang tiba-tiba tersenyum terus tanpa alasan itu biasanya orang tersebut mengalami gangguan bipolar
6305,Nah bipolar yaiku malehe emosi utowo karepe wong sing dadak malehe terus ora iso dikontrol ambek wong iku maeng,"Nah, bipolar itu adalah perubahan emosi atau keinginan seseorang yang tiba-tiba muncul dan tidak bisa dikendalikan oleh orang itu sendiri"
6306,Nah malehe emosi iku maeng ora mesti iso-iso ae sampek pirang-pirang jam pirang-pirang dino sampek sak ulan barang yo ono,"Nah, perubahan emosi itu tidak selalu bisa berlangsung lama, bisa berjam-jam, berhari-hari, atau bahkan seminggu, tergantung kondisi"
6307,Mangkane wong sing nginiki iku biasane duwe gangguan metal sing kurang apik ambek biasane lingkungane iku ora apik kanggo emosine,"Karena itu, orang yang mengalaminya biasanya memiliki gangguan mental yang kurang baik, dan biasanya lingkungannya tidak mendukung emosinya"
6308,Mboh iku gelek dienyek dilokno digoroi ambek perkoro liyane sing sekirane garai wong iku maeng duweni roso sing ora karuan,"Entah itu diperlakukan buruk, dilihat dengan pandangan aneh, atau karena masalah lain yang membuat orang itu merasa tidak jelas perasaannya"
6309,Mangkane nag iso nginiki kudu ditambani sak cepete,"Oleh karena itu, orang yang mengalaminya harus segera diobati"
6310,Kabeh iku ancene wes dadi anjurane pemerintah nang pabrik-pabrik utowo perusahaan sing ancene duwe karyawan akeh,Semua itu sebenarnya sudah menjadi anjuran pemerintah di pabrik-pabrik atau perusahaan yang memang memiliki banyak karyawan
6311,Terus kantor-kantor barang yo ono sing modek koyok ngunu,Bahkan kantor-kantor juga ada yang menerapkan seperti itu
6312,Nag ancene dikongkon smeinggu pindo yo kudu nurut peng pindo ben awake ora pegel ambek iso ngasoh,"Memang dianjurkan seminggu dua kali, harus mengikuti agar tubuh tidak pegal dan bisa tetap fit"
6313,Tapi kadang yo ono sing ngongkon peng telu barang mergo atasane iku maeng wes nganjurno koyok ngunuku maeng,"Namun kadang ada yang memerintahkan tiga kali, karena atasan itu sendiri sudah terbiasa seperti itu"
6314,Semangat olahraga saiki mulai didukung karo industri hiburan digital lan agensi-agensi media,Semangat olahraga sekarang mulai didukung oleh industri hiburan digital dan agensi-agensi media
6315,Salah sawijine acara youtube saka channel VINDES sing digawangi karo Vincent Rompies lan Desta Mahendra anggota grup musil Club 80 s sing saiki aktif ning penyiaran,"Salah satunya acara YouTube dari channel VINDES yang digawangi oleh Vincent Rompies dan Desta Mahendra, anggota grup musik Club 80’s yang kini aktif di penyiaran"
6316,Amarga semagat sing mudhun ning olahraga channel iki ngadakake lomba-lomba kaya sing paling rame taun iki yaiku Tibatiba Tenis,"Karena semangat yang menurun dalam olahraga, channel ini mengadakan lomba-lomba seperti yang paling ramai tahun ini yaitu Tibatiba Tenis"
6317,Kaya judule pertandingan iki ngedu kemampuan tenis para artis sing biyasa ana ning TV,"Seperti judulnya, pertandingan ini menguji kemampuan tenis para artis yang biasa ada di TV"
6318,Pertandingan iki uga niat banget amarga nyediakake tiket lan sponsor sing digawa kaya pertandingan profesional,Pertandingan ini juga serius sekali karena menyediakan tiket dan sponsor yang dibawa seperti pertandingan profesional
6319,Kamangka ayo semangat dadi agen promosi olahraga ning Indonesia amarga olahraga kuwi hiburan sing penting kanggo masyarakat,"Karena itu, mari semangat menjadi agen promosi olahraga di Indonesia karena olahraga itu hiburan yang penting bagi masyarakat"
6320,Babagan ternak kuwi kadhang uga marai tangga risih,Mengenai ternak itu kadang juga bisa membuat tetangga risih
6321,Ana wong sing ngopeni ternak nanging malah ngerusuhi tanggane kaya mbuwak sisa panganan lan uga kotoran ning teras,Ada orang yang merawat ternaknya tetapi malah mengganggu tetangga seperti membuang sisa makanan dan juga kotoran di teras
6322,Kadhang kewan kuwi uga nyolong panganan kaya gabah utawa jagung sing dipepe,Kadang hewan tersebut juga mencuri makanan seperti gabah atau jagung yang disimpan
6323,Kamangka pemerintah nggawe aturan babagan urip karo tangga sing duwe kewan ternak iki,Padahal pemerintah sudah membuat aturan tentang hidup berdampingan dengan tetangga yang memiliki hewan ternak
6324,Tetanggan nduweni kewan ternak iki senajan masalahe cilik nanging bisa dadi gedhe,"Memang memiliki hewan ternak itu, meskipun masalahnya kecil, tapi bisa menjadi besar"
6325,Ning sosial media kuwi uga ana ning nganthi mbeleh pitike tanggane sing sering marai rusuh,Di media sosial juga ada yang mengeluhkan ayam tetangga yang sering membuat keributan
6326,Rotoroto panganan sing wes busuk iku jelas ngandung racun dan wes gak isok dipangan maneh,Sisa makanan yang sudah busuk jelas mengandung racun dan sudah tidak bisa dimakan lagi
6327,Tapi gak kabeh panganan busuk iku koyok ngono kok,Namun tidak semua makanan busuk seperti itu
6328,Salah siji panganan busuk sing sek akeh dipangan wong Indonesia iku tempe,Salah satu makanan busuk yang sering dimakan oleh orang Indonesia adalah tempe
6329,Wongwong iku gak nyadar nek iku panganan sing wes busuk,Orang-orang itu tidak sadar kalau itu adalah makanan yang sudah busuk
6330,Soale proses nggawene iku teko hasil fermentasi,Karena proses pembuatannya melalui fermentasi
6331,Tapi mbasio ngono tempe iki nduwe akeh pol manfaat gawe awak nek rutin dikonsumsi,"Namun meskipun begitu, tempe ini memiliki banyak sekali manfaat bagi tubuh jika dikonsumsi secara rutin"
6332,Siji mbangun ambek merbaiki sel awak sing rusak,"Satu, membantu memperbaiki sel-sel tubuh yang rusak"
6333,Loro ngeduno resiko osteoporosis,"Dua, mengurangi risiko osteoporosis"
6334,Papat nangkal reaksi teko radikal bebas,"Empat, menangkal reaksi dari radikal bebas"
6335,Terakhir mbantu ngeduno berat badan,"Terakhir, membantu mengurangi berat badan"
6336,Hal iku sing marakno sek akeh uwong sing sek seneng mangan tempe,Itulah yang membuat banyak orang suka makan tempe
6337,Wes murah sehat maneh,"Sudah murah, sehat lagi"
6338,Sing garai wong mangkel polahe penggawean iku dioyok wong liyo iku ora mergo sing ngoyoko utowo penggawean maeng,Yang membuat orang kesal dengan cara kerja yang dipaksakan oleh orang lain itu bukan karena yang dipaksakan atau pekerjaan saja
6339,Tapi omongan sing wes diomongno ambek janji sing wes ditokno,Tapi ucapan yang sudah diucapkan dengan janji yang sudah diberikan
6340,Yo kabeh wong iku wes ngerti asline ambek perkoro sing koyok nginiki tapi isek ae kedaden polahe atine maeng ora mantep terus kenek dibijuk ambek wong liyo,"Ya, semua orang itu sudah tahu pada dasarnya tentang hal-hal seperti ini, tapi tetap saja terjadi karena hatinya yang tidak mantap kemudian terpengaruh oleh orang lain"
6341,Dadi sing diomongno ambek wong siji maleh ora ditemeni mergone wes oleh sing luweh janjikno karo penggawean maeng,"Jadi, apa yang dikatakan oleh satu orang kadang tidak didampingi karena sudah mendapatkan lebih banyak janji terkait pekerjaan"
6342,Mangkane saiki wong akeh sing musuhan sak koncane sing podo penggaweane barang yo biasane maen srundul koyok ngunuku,"Oleh karena itu, sekarang banyak orang yang berseteru dengan teman-temannya yang memiliki pekerjaan yang sama, biasanya main gesekan seperti itu"
6343,Idu iku nag teko lambene dewe yo mesti ora marakno wong jijik tapi nag teko wong liyo mesti sing kenek yo jijik,"Bau itu kalau datang dari tubuh kita sendiri tentu tidak membuat orang jijik, tapi kalau datang dari orang lain pasti yang terkena merasa jijik"
6344,Asline sing garai jijik teko idu iku maeng ora mergo idune tok tapi yo wong sing sing idu iku maeng,"Sebenarnya yang membuat jijik itu datang dari bau badan bukan hanya karena baunya saja, tetapi juga karena orang yang bau itu"
6345,Masio wonge iku resikan nag jenenge idu teko wong liyo mesti garai jijike pol,"Meskipun orang itu bersih, kalau bau datang dari orang lain pasti tetap menimbulkan jijik"
6346,Mangkane nag mari kenek idu roto-roto wong mesti nyengir ambek huwakhuwek polahe jijik ambek idune maeng tapi masio ngunu kadang wong sing jijik iku mesti mangkel nang atine masio iku nyengarnyengir ambek ketok guyaguyu,"Oleh karena itu, kalau sudah terkena bau badan, biasanya orang akan tersenyum sambil menahan jijik, tetapi meskipun begitu kadang orang yang jijik itu pasti merasa kesal di dalam hatinya meskipun dia tersenyum dan terlihat tertawa bersama"
6347,Terus ono wong sing langsung ngamuk barang yo ono polahe iku maeng dianggep perkoro sing paling jemberi,"Lalu ada orang yang langsung marah, karena dianggap itu adalah hal yang paling menjengkelkan"
6348,Aku setuju yen lelembut kui ono neng sekitare awak dhewe,Saya setuju bahwa kelembutan itu ada di sekitar kita
6349,Mergo awak dhewe ora iso delok makhluk kui dudu artine makhluk kui ora tenanan ono,"Karena kita tidak bisa melihat makhluk itu, bukan berarti makhluk itu tidak nyata"
6350,Mungkin kanggo ngebuktike makhluk kui angel,Mungkin untuk membuktikan makhluk itu memang sulit
6351,Ono sing ngomong yen makhluk kui iso ketok neng kamera,Ada yang mengatakan bahwa makhluk itu bisa terlihat di kamera
6352,Nanging iso wae kui dipatahke,Namun itu bisa saja dibantah
6353,Alesane mungkin kui ono sing rusak seko kamera sing dienggo moto kui,Alasannya mungkin karena ada yang rusak pada kamera yang digunakan untuk memotret
6354,Mungkin iso uga dibukti kanggo ngudang arwahe,Mungkin juga bisa dibuktikan untuk memanggil arwahnya
6355,Nanging sopo sing iso ngejamin kui dudu trik sulap opo wong sing kemasukan kui gur akting,Namun siapa yang bisa menjamin itu bukan trik sulap atau orang yang kerasukan hanya sekadar akting
6356,Nanging aku percoyo yen awak dhewe kui urip karo makhluk alus kui,Namun saya percaya bahwa kita hidup dengan makhluk halus itu
6357,Senadyan awak dhewe ora iso delok kui nanging aku tetep percoyo,"Meskipun kita tidak bisa melihatnya, saya tetap percaya"
6358,Panganan sing wis mambu kui pancen jijik opo meneh yen panganane kui wis dinengke luwih seko rong dino,"Makanan yang sudah bau memang menjijikkan, apalagi jika makanan itu sudah dibiarkan lebih dari dua hari"
6359,Ambune panganan kui wis ora nguwati,Bau makanan itu sudah tidak sedap
6360,Awak dhewe ora mungkin mangan panganan sing mambu,Kita tidak mungkin makan makanan yang sudah bau
6361,Nanging masalah sing jedul kui awak dhewe rodo keangelan guak panganan sing wis mambu kui,Namun masalah yang sering terjadi adalah kita agak kesulitan untuk membuang makanan yang sudah bau
6362,Ono beberapa cara sing kudu awak dhewe lakoke kanggo guwe panganan sing wis mambu,Ada beberapa cara yang harus kita lakukan untuk menangani makanan yang sudah bau
6363,Sing kesiji awak dhewe iso mindah kui neng kantong kresek,"Pertama, kita bisa memindahkannya ke dalam kantong plastik"
6364,Yen pangane kui ono kuahe awak dhewe kudu ngedobeli kantok kreseke supoyo ora utah,"Jika makanan itu ada cairannya, kita harus menggandakan kantong plastiknya supaya tidak tumpah"
6365,Sing keloro awak dhewe iso nahan napas pas lagi guak panganan mambu kui,"Kedua, kita bisa menahan napas ketika membuang makanan yang sudah bau"
6366,Sing ketelu awak dhewe kudu ngetoke sampah busuke kui ngepasi dino tukang sampahe jipuk,"Ketiga, kita harus membuang sampah busuk itu sesuai dengan jadwal petugas sampah datang"
6367,Rasa wedi yen arep munggah panggung lan tampil kuwi wajar,Rasa takut ketika akan naik panggung dan tampil itu wajar
6368,Kabeh wong duwe carane dhewe-dhewe ben iso ngurangi rasa wedi mau,Semua orang punya cara masing-masing untuk bisa mengurangi rasa takut itu
6369,Ono wong sing meneng wae dipojokan domblong ora ngopo-ngopo,"Ada orang yang hanya diam saja dipojokkan, bengong, tidak melakukan apa-apa"
6370,Ono sing ngeroke musik karo joged-joged opo paling ora sirahe mantuk-mantuk,Ada yang mendengarkan musik sambil joget-joget atau paling tidak kepalanya ikut bergoyang
6371,Ono wong sing dungo utowo simbayang jaluk marang Tuhan supoyo pemampilane dilancarke,Ada yang berdoa atau bermeditasi meminta kepada Tuhan supaya penampilannya lancar
6372,Ono wong sing jaluk koncone kanggo dhewe diantemi,Ada yang meminta temannya untuk mendampinginya
6373,Ono wong sing sadurunge munggah panggung bengok-bengok disik,Ada yang sebelum naik panggung berteriak-teriak dulu
6374,Ono wong sing saking wedine kui sakdurunge tampil dheweke mesthi wethenge lara,"Ada yang karena takut, sebelum tampil dia pasti menangis karena rasa takut"
6375,Ono wong sing mlaku bolakbalik ora cetho,Ada yang berjalan bolak-balik tidak jelas
6376,Pokokmen werno-werno polah wong sing wedi sakdurunge tampil kui,"Pokoknya, berbagai macam perilaku orang yang takut sebelum tampil"
6377,Naning opo wae carane kui sing penting gawe wong kui pede pas munggah panggung,Namun apapun caranya yang penting membuat orang itu percaya diri saat naik panggung
6378,Gawe awakmu sing wes tau sinau bela diri selamat rek awakmu wes nduwe siji senjata gawe ngelindungi diri,"Bagi dirimu yang sudah pernah belajar bela diri, selamat, karena kamu sudah memiliki satu senjata untuk melindungi diri"
6379,Nang jaman sing tambah akeh kejahatan awak dewe kudu memperkuat pertahanan diri,"Di zaman yang semakin banyak kejahatannya, kita harus memperkuat pertahanan diri"
6380,Nguasai bela diri iku dadi salah siji senjata paling ampuh gawe mertahano awak dewe teko kejahatan,Menguasai bela diri adalah salah satu senjata paling ampuh untuk mempertahankan diri dari kejahatan
6381,Nek awakmu isok bela diri awakmu isok luwe tenang gawe lungo nang ndi ae,"Jika kamu bisa bela diri, kamu bisa lebih tenang pergi ke mana saja"
6382,Soale nek misal onok sing nyerang awakmu isok nyerang balik,"Karena jika misalnya ada yang menyerangmu, kamu bisa melawan balik"
6383,Utowo onok sing netuti awakmu isok nyerang disikan ben wong iku wedi ambek awakmu disikan,"Atau jika ada yang mengejarmu, kamu bisa menyerang duluan supaya orang itu takut denganmu"
6384,Dadi gawe awakmu sing sek pingin nguasai bela diri mulai teko saiki,"Jadi, bagi kamu yang ingin menguasai bela diri, mulai dari sekarang"
6385,Gak onok kata terlambat gawe sinau hal-hal sing positif,Tidak ada kata terlambat untuk belajar hal-hal positif
6386,Pupuk cair iki dipakani limbah pabrik gula utawa tetes tebu,Pupuk cair ini dibuat dari limbah pabrik gula atau tetes tebu
6387,Tetes tebu iki uga diarani molasses utawa molase,Tetes tebu ini juga disebut molase atau molasses
6388,Molase iki butuhake wong kanggo nggawe pupuk cair amarga ngandung glukosa sing bisa makani bakteri ning cairan pupuk,Molase ini dibutuhkan orang untuk membuat pupuk cair karena mengandung glukosa yang bisa memberi makan bakteri dalam cairan pupuk
6389,Amarga molase iki pupuk bisa diolah maksimal lan duwe nutrisi sing luwih apik saka pupuk kimia utawa pupuk pabrikan,"Karena dengan molase ini, pupuk bisa diolah secara maksimal dan memiliki nutrisi yang lebih baik daripada pupuk kimia atau pupuk pabrikan"
6390,Bakteri pupuk iki bisa ngasilake cairan serba guna sing bisa kanggo ngepel sabun kanggo ngumbah piring lan uga sak panunggale,"Bakteri dalam pupuk ini dapat menghasilkan cairan serbaguna yang bisa digunakan untuk mengepel, mencuci piring, dan juga keperluan lainnya"
6391,Sing jelas cairan iki aman banget lan ora ngerusak lingkungan,Yang jelas cairan ini sangat aman dan tidak merusak lingkungan
6392,Pas wayah pandemi wong dadi sering banget nganggo masker yen lunga menyang jaba,"Pada saat pandemi, orang jadi sering sekali memakai masker ketika keluar rumah"
6393,Wong kuwi langsung reresik lan nganggo alkohol pembersih tangan utawa desinfektan,Mereka langsung membersihkan diri dan menggunakan alkohol pembersih tangan atau disinfektan
6394,Nanging sak durunge pandemi antisipasi iki wis ana dhisik,"Namun sebelum pandemi, antisipasi ini sudah ada terlebih dahulu"
6395,Awak dhewe ora bakal ngerti penyakit apa sing bisa ditularake wong liya saka cairan kaya idu getih lan urin,"Kita tidak akan tahu penyakit apa yang bisa ditularkan orang lain lewat cairan seperti keringat, darah, dan urin"
6396,Kamangka masker kuwi dadi barang sing penting lan uga bebas didol ning pinggir dalan,Masker itu menjadi barang yang penting dan juga bebas dijual di pinggir jalan
6397,Masker iki uga bisa ngelindungi wong saka virus sing ana ning udara,Masker ini juga bisa melindungi orang dari virus yang ada di udara
6398,Kadangan awak dewe iku gak nduwe waktu gawe nonton film nang bioskop,Kadang kita tidak memiliki waktu untuk menonton film di bioskop
6399,Akhire sempete mek isok nonton lewat laptop,Akhirnya sempat juga bisa nonton lewat laptop
6400,Tapi kadangan ndelok film nang laptop iku kurang lego rasane iku butuh layar sing luwe jembar koyok nang bioskop,"Tapi kadang menonton film di laptop itu kurang nyaman rasanya, butuh layar yang lebih besar seperti di bioskop"
6401,Onok solusi gawe iku yaiku nganggo proyektor mini,Ada solusi untuk itu yaitu menggunakan proyektor mini
6402,Nonton film nganggo proyektor iku rasane isok koyok nonton nang bioskop,Menonton film dengan proyektor rasanya bisa seperti menonton di bioskop
6403,Wes ngono awak dewe isok ngatur suasanane dewe sesuai kenyamanan,Sudah begitu kita bisa mengatur suasananya sesuai kenyamanan
6404,Bahkan awak dewe isok nonton sambil turu sisan,Bahkan kita bisa menonton sambil tidur juga
6405,Dadi rasane koyok nonton nang bioskop sing VIP ngono lah,Jadi rasanya seperti menonton di bioskop VIP seperti itu
6406,Gawe awakmu sing gak nduwe waktu dan pingin ngerasakno suasana bioskop nang omah nganggo proyektor mini ae,"Bagi kamu yang tidak punya waktu dan ingin merasakan suasana bioskop di rumah, pakai proyektor mini saja"
6407,Mamaku ngomong nek kate metu nang Indomaret,Ibuku bilang kalau mau keluar ke Indomaret
6408,Krungu ngono aku langsung njaluk melu sisan gawe njajan,"Mendengar itu, aku langsung minta ikut untuk jajan"
6409,Akhire awak dewe nang Indomaret nganggo motor,Akhirnya kami ke Indomaret naik motor
6410,Nang kono mamaku ngomong nek aku mek oleh jajan rong jenis tok gak oleh luwe teko iku,"Di sana ibuku bilang kalau aku hanya boleh beli dua jenis jajanan saja, tidak boleh lebih dari itu"
6411,Aku iya iyo ae dan njupuk rong jajan sing ancen lagi tak pingini,Aku iya iya saja dan mengambil dua jajanan yang memang sedang aku inginkan
6412,Gak suwe awak dewe nang kasir gawe mbayar tukonane awak dewe kabeh,Tidak lama kami di kasir untuk membayar belanjaan kami semua
6413,Wes mari awak dewe langsung metu deh,"Sudah selesai, kami langsung keluar"
6414,Balik posisi awal ndek ndi aku dibonceng karo mamaku,Kembali ke posisi awal di mana aku dibonceng oleh ibuku
6415,Pas kate berangkat moro awak dewe diteleki karo manuk,"Saat kami berangkat, kami diterpa oleh burung"
6416,Pas aku nyekel siraku dadakno telek e iku kenek nang rambutku,"Saat aku memegang kepalaku, tiba-tiba kotorannya mengenai rambutku"
6417,Aku langsung mukok kate muntah mergo jijik,Aku langsung muntah karena jijik
6418,Wongwong iku podo akeh sing seneng nang Lombok soale keindahan alam e iku bener-bener eksotis pol,Banyak orang yang suka ke Lombok karena keindahan alamnya yang benar-benar eksotis
6419,Wes ngono panggone iku sek sepi gak koyok Bali sing wes kakean wong londo,"Sudah begitu, tempatnya sepi, tidak seperti Bali yang sudah banyak turis asing"
6420,Tapi sek durung akeh sing eroh nek Lombok iku sakjane dikenale sebagai kota seribu Masjid,Tapi belum banyak yang tahu bahwa Lombok sebenarnya dikenal sebagai kota seribu Masjid
6421,Awale iku mergo Dirjen Bimas Islam Kementrian Agama iku ngelakoni kunjungan kerja pas 1970,Awalnya karena Dirjen Bimas Islam Kementerian Agama melakukan kunjungan kerja pada tahun 1970
6422,Nang kono dee akeh pol nemoni Masjid nang kono,Di sana dia banyak menemukan Masjid
6423,Nek ditelisik maneh onok 3767 Masjid gede dan 5184 Masjid cilik sing kesebar nang 518 deso nang Pulau Lombok,"Jika ditelusuri lebih lanjut, ada 3767 Masjid besar dan 5184 Masjid kecil yang tersebar di 518 desa di Pulau Lombok"
6424,Dadi gawe awakmu sing liburan nang Lombok ojok lali mampir nang Masjid e sisan,"Jadi bagi kamu yang liburan di Lombok, jangan lupa mampir ke Masjidnya juga"
6425,Lumayan nyambi wisata religi sisan,Lumayan sambil wisata religi juga
6426,Ana tradisi ning salah sawijing kampus ning Korea Selatan kanggo ngerayakake lulus ujian,Ada tradisi di salah satu universitas di Korea Selatan untuk merayakan kelulusan ujian
6427,Tradisi iki ana ning Universitas Sungkyungkwan,Tradisi ini ada di Universitas Sungkyungkwan
